"taxon_name","features","new_names","genus","taxon_annotation"
"OTU_97.18647","OTU9718647","OTU_97.18647|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18648","OTU9718648","OTU_97.18648|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.1865","OTU971865","OTU_97.1865|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18651","OTU9718651","OTU_97.18651|NA",NA,NA
"OTU_97.18652","OTU9718652","OTU_97.18652|Prevotella","Prevotella","anaerobic"
"OTU_97.18656","OTU9718656","OTU_97.18656|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18657","OTU9718657","OTU_97.18657|Prevotella","Prevotella","anaerobic"
"OTU_97.18658","OTU9718658","OTU_97.18658|Veillonella","Veillonella","anaerobic"
"OTU_97.18659","OTU9718659","OTU_97.18659|Prevotella","Prevotella","anaerobic"
"OTU_97.1866","OTU971866","OTU_97.1866|Prevotella","Prevotella","anaerobic"
"OTU_97.18660","OTU9718660","OTU_97.18660|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18662","OTU9718662","OTU_97.18662|NA",NA,NA
"OTU_97.1867","OTU971867","OTU_97.1867|Bacteroides","Bacteroides","anaerobic"
"OTU_97.18671","OTU9718671","OTU_97.18671|Acinetobacter","Acinetobacter","aerobic"
"OTU_97.18674","OTU9718674","OTU_97.18674|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.18676","OTU9718676","OTU_97.18676|Prevotella","Prevotella","anaerobic"
"OTU_97.18679","OTU9718679","OTU_97.18679|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18683","OTU9718683","OTU_97.18683|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18688","OTU9718688","OTU_97.18688|Eikenella","Eikenella","anaerobic"
"OTU_97.18691","OTU9718691","OTU_97.18691|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18692","OTU9718692","OTU_97.18692|Prevotella","Prevotella","anaerobic"
"OTU_97.18697","OTU9718697","OTU_97.18697|Prevotella","Prevotella","anaerobic"
"OTU_97.187","OTU97187","OTU_97.187|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.1870","OTU971870","OTU_97.1870|Neisseria","Neisseria","aerobic"
"OTU_97.18701","OTU9718701","OTU_97.18701|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.18704","OTU9718704","OTU_97.18704|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.18706","OTU9718706","OTU_97.18706|Eikenella","Eikenella","anaerobic"
"OTU_97.1871","OTU971871","OTU_97.1871|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18715","OTU9718715","OTU_97.18715|NA",NA,NA
"OTU_97.18716","OTU9718716","OTU_97.18716|Prevotella","Prevotella","anaerobic"
"OTU_97.18719","OTU9718719","OTU_97.18719|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18720","OTU9718720","OTU_97.18720|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18721","OTU9718721","OTU_97.18721|Klebsiella","Klebsiella",NA
"OTU_97.18726","OTU9718726","OTU_97.18726|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18730","OTU9718730","OTU_97.18730|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18732","OTU9718732","OTU_97.18732|Actinomyces","Actinomyces","anaerobic"
"OTU_97.18733","OTU9718733","OTU_97.18733|NA",NA,NA
"OTU_97.1874","OTU971874","OTU_97.1874|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18743","OTU9718743","OTU_97.18743|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18747","OTU9718747","OTU_97.18747|Prevotella","Prevotella","anaerobic"
"OTU_97.18748","OTU9718748","OTU_97.18748|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.1875","OTU971875","OTU_97.1875|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.18758","OTU9718758","OTU_97.18758|Neisseria","Neisseria","aerobic"
"OTU_97.18759","OTU9718759","OTU_97.18759|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.1876","OTU971876","OTU_97.1876|Veillonella","Veillonella","anaerobic"
"OTU_97.18765","OTU9718765","OTU_97.18765|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18767","OTU9718767","OTU_97.18767|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18769","OTU9718769","OTU_97.18769|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.1877","OTU971877","OTU_97.1877|NA",NA,NA
"OTU_97.18777","OTU9718777","OTU_97.18777|NA",NA,NA
"OTU_97.18778","OTU9718778","OTU_97.18778|Prevotella","Prevotella","anaerobic"
"OTU_97.18782","OTU9718782","OTU_97.18782|Prevotella","Prevotella","anaerobic"
"OTU_97.18783","OTU9718783","OTU_97.18783|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18785","OTU9718785","OTU_97.18785|Veillonella","Veillonella","anaerobic"
"OTU_97.18786","OTU9718786","OTU_97.18786|Dialister","Dialister","anaerobic"
"OTU_97.18789","OTU9718789","OTU_97.18789|NA",NA,NA
"OTU_97.18792","OTU9718792","OTU_97.18792|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.18795","OTU9718795","OTU_97.18795|Gemella","Gemella","facultative_anaerobic"
"OTU_97.18796","OTU9718796","OTU_97.18796|Rothia","Rothia","facultative_anaerobic"
"OTU_97.18797","OTU9718797","OTU_97.18797|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.1880","OTU971880","OTU_97.1880|Lautropia","Lautropia","aerobic"
"OTU_97.18804","OTU9718804","OTU_97.18804|Veillonella","Veillonella","anaerobic"
"OTU_97.18806","OTU9718806","OTU_97.18806|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18817","OTU9718817","OTU_97.18817|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18819","OTU9718819","OTU_97.18819|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18820","OTU9718820","OTU_97.18820|Prevotella","Prevotella","anaerobic"
"OTU_97.18821","OTU9718821","OTU_97.18821|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18822","OTU9718822","OTU_97.18822|Prevotella","Prevotella","anaerobic"
"OTU_97.18823","OTU9718823","OTU_97.18823|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.18824","OTU9718824","OTU_97.18824|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.18825","OTU9718825","OTU_97.18825|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18827","OTU9718827","OTU_97.18827|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18828","OTU9718828","OTU_97.18828|Prevotella","Prevotella","anaerobic"
"OTU_97.18829","OTU9718829","OTU_97.18829|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18830","OTU9718830","OTU_97.18830|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18831","OTU9718831","OTU_97.18831|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18833","OTU9718833","OTU_97.18833|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18836","OTU9718836","OTU_97.18836|NA",NA,NA
"OTU_97.1884","OTU971884","OTU_97.1884|Actinomyces","Actinomyces","anaerobic"
"OTU_97.18841","OTU9718841","OTU_97.18841|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18845","OTU9718845","OTU_97.18845|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18846","OTU9718846","OTU_97.18846|Propionibacterium","Propionibacterium","anaerobic"
"OTU_97.1885","OTU971885","OTU_97.1885|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18854","OTU9718854","OTU_97.18854|Prevotella","Prevotella","anaerobic"
"OTU_97.18855","OTU9718855","OTU_97.18855|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18857","OTU9718857","OTU_97.18857|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.1886","OTU971886","OTU_97.1886|Selenomonas","Selenomonas","anaerobic"
"OTU_97.18865","OTU9718865","OTU_97.18865|Eubacterium","Eubacterium",NA
"OTU_97.18866","OTU9718866","OTU_97.18866|Prevotella","Prevotella","anaerobic"
"OTU_97.18868","OTU9718868","OTU_97.18868|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18870","OTU9718870","OTU_97.18870|NA",NA,NA
"OTU_97.18871","OTU9718871","OTU_97.18871|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18877","OTU9718877","OTU_97.18877|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18879","OTU9718879","OTU_97.18879|Prevotella","Prevotella","anaerobic"
"OTU_97.1888","OTU971888","OTU_97.1888|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.18880","OTU9718880","OTU_97.18880|Actinomyces","Actinomyces","anaerobic"
"OTU_97.18883","OTU9718883","OTU_97.18883|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18886","OTU9718886","OTU_97.18886|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.1889","OTU971889","OTU_97.1889|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18891","OTU9718891","OTU_97.18891|Alistipes","Alistipes",NA
"OTU_97.18892","OTU9718892","OTU_97.18892|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18893","OTU9718893","OTU_97.18893|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18898","OTU9718898","OTU_97.18898|Neisseria","Neisseria","aerobic"
"OTU_97.1890","OTU971890","OTU_97.1890|Peptostreptococcus","Peptostreptococcus","anaerobic"
"OTU_97.18903","OTU9718903","OTU_97.18903|Veillonella","Veillonella","anaerobic"
"OTU_97.18905","OTU9718905","OTU_97.18905|NA",NA,NA
"OTU_97.18911","OTU9718911","OTU_97.18911|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18913","OTU9718913","OTU_97.18913|Prevotella","Prevotella","anaerobic"
"OTU_97.18914","OTU9718914","OTU_97.18914|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.18916","OTU9718916","OTU_97.18916|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.18917","OTU9718917","OTU_97.18917|Prevotella","Prevotella","anaerobic"
"OTU_97.18918","OTU9718918","OTU_97.18918|Prevotella","Prevotella","anaerobic"
"OTU_97.18919","OTU9718919","OTU_97.18919|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18920","OTU9718920","OTU_97.18920|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18924","OTU9718924","OTU_97.18924|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18930","OTU9718930","OTU_97.18930|Prevotella","Prevotella","anaerobic"
"OTU_97.18931","OTU9718931","OTU_97.18931|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18932","OTU9718932","OTU_97.18932|NA",NA,NA
"OTU_97.18936","OTU9718936","OTU_97.18936|Peptostreptococcus","Peptostreptococcus","anaerobic"
"OTU_97.18937","OTU9718937","OTU_97.18937|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18941","OTU9718941","OTU_97.18941|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18942","OTU9718942","OTU_97.18942|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18944","OTU9718944","OTU_97.18944|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18946","OTU9718946","OTU_97.18946|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18947","OTU9718947","OTU_97.18947|NA",NA,NA
"OTU_97.1895","OTU971895","OTU_97.1895|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18951","OTU9718951","OTU_97.18951|NA",NA,NA
"OTU_97.18952","OTU9718952","OTU_97.18952|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18957","OTU9718957","OTU_97.18957|Lautropia","Lautropia","aerobic"
"OTU_97.18959","OTU9718959","OTU_97.18959|Prevotella","Prevotella","anaerobic"
"OTU_97.1896","OTU971896","OTU_97.1896|Prevotella","Prevotella","anaerobic"
"OTU_97.18960","OTU9718960","OTU_97.18960|Diaphorobacter","Diaphorobacter",NA
"OTU_97.18969","OTU9718969","OTU_97.18969|Prevotella","Prevotella","anaerobic"
"OTU_97.1897","OTU971897","OTU_97.1897|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18971","OTU9718971","OTU_97.18971|Veillonella","Veillonella","anaerobic"
"OTU_97.18976","OTU9718976","OTU_97.18976|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18977","OTU9718977","OTU_97.18977|NA",NA,NA
"OTU_97.18978","OTU9718978","OTU_97.18978|Prevotella","Prevotella","anaerobic"
"OTU_97.18979","OTU9718979","OTU_97.18979|Megasphaera","Megasphaera","anaerobic"
"OTU_97.18982","OTU9718982","OTU_97.18982|Veillonella","Veillonella","anaerobic"
"OTU_97.18987","OTU9718987","OTU_97.18987|Veillonella","Veillonella","anaerobic"
"OTU_97.1899","OTU971899","OTU_97.1899|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18991","OTU9718991","OTU_97.18991|Prevotella","Prevotella","anaerobic"
"OTU_97.18997","OTU9718997","OTU_97.18997|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.18998","OTU9718998","OTU_97.18998|Lautropia","Lautropia","aerobic"
"OTU_97.19","OTU9719","OTU_97.19|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.190","OTU97190","OTU_97.190|Actinomyces","Actinomyces","anaerobic"
"OTU_97.1900","OTU971900","OTU_97.1900|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.19000","OTU9719000","OTU_97.19000|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.19001","OTU9719001","OTU_97.19001|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.19003","OTU9719003","OTU_97.19003|Prevotella","Prevotella","anaerobic"
"OTU_97.19008","OTU9719008","OTU_97.19008|NA",NA,NA
"OTU_97.19009","OTU9719009","OTU_97.19009|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.19010","OTU9719010","OTU_97.19010|Veillonella","Veillonella","anaerobic"
"OTU_97.19015","OTU9719015","OTU_97.19015|Prevotella","Prevotella","anaerobic"
"OTU_97.19022","OTU9719022","OTU_97.19022|Prevotella","Prevotella","anaerobic"
"OTU_97.19026","OTU9719026","OTU_97.19026|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.19030","OTU9719030","OTU_97.19030|Lautropia","Lautropia","aerobic"
"OTU_97.19034","OTU9719034","OTU_97.19034|NA",NA,NA
"OTU_97.19036","OTU9719036","OTU_97.19036|Actinomyces","Actinomyces","anaerobic"
"OTU_97.19039","OTU9719039","OTU_97.19039|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.19040","OTU9719040","OTU_97.19040|NA",NA,NA
"OTU_97.19041","OTU9719041","OTU_97.19041|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.19044","OTU9719044","OTU_97.19044|NA",NA,NA
"OTU_97.19045","OTU9719045","OTU_97.19045|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.19046","OTU9719046","OTU_97.19046|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.19047","OTU9719047","OTU_97.19047|Prevotella","Prevotella","anaerobic"
"OTU_97.19048","OTU9719048","OTU_97.19048|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.19051","OTU9719051","OTU_97.19051|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.19052","OTU9719052","OTU_97.19052|Prevotella","Prevotella","anaerobic"
"OTU_97.19057","OTU9719057","OTU_97.19057|NA",NA,NA
"OTU_97.1906","OTU971906","OTU_97.1906|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.19062","OTU9719062","OTU_97.19062|Selenomonas","Selenomonas","anaerobic"
"OTU_97.19067","OTU9719067","OTU_97.19067|Prevotella","Prevotella","anaerobic"
"OTU_97.19068","OTU9719068","OTU_97.19068|Selenomonas","Selenomonas","anaerobic"
"OTU_97.19069","OTU9719069","OTU_97.19069|Eikenella","Eikenella","anaerobic"
"OTU_97.1907","OTU971907","OTU_97.1907|Neisseria","Neisseria","aerobic"
"OTU_97.19070","OTU9719070","OTU_97.19070|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.19071","OTU9719071","OTU_97.19071|Bacteroides","Bacteroides","anaerobic"
"OTU_97.19072","OTU9719072","OTU_97.19072|Propionibacterium","Propionibacterium","anaerobic"
"OTU_97.19073","OTU9719073","OTU_97.19073|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.19081","OTU9719081","OTU_97.19081|Dialister","Dialister","anaerobic"
"OTU_97.19086","OTU9719086","OTU_97.19086|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.19089","OTU9719089","OTU_97.19089|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.1909","OTU971909","OTU_97.1909|Selenomonas","Selenomonas","anaerobic"
"OTU_97.19092","OTU9719092","OTU_97.19092|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.19097","OTU9719097","OTU_97.19097|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.19099","OTU9719099","OTU_97.19099|NA",NA,NA
"OTU_97.191","OTU97191","OTU_97.191|Veillonella","Veillonella","anaerobic"
"OTU_97.1910","OTU971910","OTU_97.1910|Variovorax","Variovorax",NA
"OTU_97.19102","OTU9719102","OTU_97.19102|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.19109","OTU9719109","OTU_97.19109|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.1911","OTU971911","OTU_97.1911|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.19116","OTU9719116","OTU_97.19116|NA",NA,NA
"OTU_97.19123","OTU9719123","OTU_97.19123|Brachymonas","Brachymonas",NA
"OTU_97.19124","OTU9719124","OTU_97.19124|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.19129","OTU9719129","OTU_97.19129|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.1913","OTU971913","OTU_97.1913|Lautropia","Lautropia","aerobic"
"OTU_97.19131","OTU9719131","OTU_97.19131|Prevotella","Prevotella","anaerobic"
"OTU_97.19132","OTU9719132","OTU_97.19132|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.19133","OTU9719133","OTU_97.19133|Veillonella","Veillonella","anaerobic"
"OTU_97.19134","OTU9719134","OTU_97.19134|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.19138","OTU9719138","OTU_97.19138|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.19144","OTU9719144","OTU_97.19144|Actinomyces","Actinomyces","anaerobic"
"OTU_97.19147","OTU9719147","OTU_97.19147|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.19152","OTU9719152","OTU_97.19152|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.19156","OTU9719156","OTU_97.19156|Parabacteroides","Parabacteroides",NA
"OTU_97.19157","OTU9719157","OTU_97.19157|Actinomyces","Actinomyces","anaerobic"
"OTU_97.19158","OTU9719158","OTU_97.19158|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.19159","OTU9719159","OTU_97.19159|Rothia","Rothia","facultative_anaerobic"
"OTU_97.19161","OTU9719161","OTU_97.19161|Prevotella","Prevotella","anaerobic"
"OTU_97.19162","OTU9719162","OTU_97.19162|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.1917","OTU971917","OTU_97.1917|Prevotella","Prevotella","anaerobic"
"OTU_97.19170","OTU9719170","OTU_97.19170|Treponema","Treponema","anaerobic"
"OTU_97.1918","OTU971918","OTU_97.1918|NA",NA,NA
"OTU_97.19181","OTU9719181","OTU_97.19181|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.19182","OTU9719182","OTU_97.19182|NA",NA,NA
"OTU_97.19185","OTU9719185","OTU_97.19185|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.19187","OTU9719187","OTU_97.19187|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.19190","OTU9719190","OTU_97.19190|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.192","OTU97192","OTU_97.192|Odoribacter","Odoribacter",NA
"OTU_97.19203","OTU9719203","OTU_97.19203|Moraxella","Moraxella","aerobic"
"OTU_97.19205","OTU9719205","OTU_97.19205|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.19209","OTU9719209","OTU_97.19209|Prevotella","Prevotella","anaerobic"
"OTU_97.19215","OTU9719215","OTU_97.19215|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.19217","OTU9719217","OTU_97.19217|Prevotella","Prevotella","anaerobic"
"OTU_97.19218","OTU9719218","OTU_97.19218|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.19220","OTU9719220","OTU_97.19220|Kingella","Kingella","aerobic"
"OTU_97.19223","OTU9719223","OTU_97.19223|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.19225","OTU9719225","OTU_97.19225|NA",NA,NA
"OTU_97.19226","OTU9719226","OTU_97.19226|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.19235","OTU9719235","OTU_97.19235|Neisseria","Neisseria","aerobic"
"OTU_97.1924","OTU971924","OTU_97.1924|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.19241","OTU9719241","OTU_97.19241|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.19244","OTU9719244","OTU_97.19244|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.19246","OTU9719246","OTU_97.19246|Bacteroides","Bacteroides","anaerobic"
"OTU_97.19248","OTU9719248","OTU_97.19248|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.19250","OTU9719250","OTU_97.19250|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.19253","OTU9719253","OTU_97.19253|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.19256","OTU9719256","OTU_97.19256|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.19260","OTU9719260","OTU_97.19260|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.19263","OTU9719263","OTU_97.19263|NA",NA,NA
"OTU_97.19264","OTU9719264","OTU_97.19264|Prevotella","Prevotella","anaerobic"
"OTU_97.19265","OTU9719265","OTU_97.19265|Prevotella","Prevotella","anaerobic"
"OTU_97.19267","OTU9719267","OTU_97.19267|NA",NA,NA
"OTU_97.19268","OTU9719268","OTU_97.19268|NA",NA,NA
"OTU_97.19270","OTU9719270","OTU_97.19270|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.19275","OTU9719275","OTU_97.19275|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.19278","OTU9719278","OTU_97.19278|Actinomyces","Actinomyces","anaerobic"
