"taxon_name","features","new_names","most_specific_taxa","taxon_annotation","full_taxa"
"OTU_97.21413","OTU9721413","OTU_97.21413|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.21416","OTU9721416","OTU_97.21416|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.21418","OTU9721418","OTU_97.21418|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.21420","OTU9721420","OTU_97.21420|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21429","OTU9721429","OTU_97.21429|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.2143","OTU972143","OTU_97.2143|g__Gemella","g__Gemella","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|g__Gemella"
"OTU_97.21430","OTU9721430","OTU_97.21430|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21433","OTU9721433","OTU_97.21433|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.21434","OTU9721434","OTU_97.21434|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.21437","OTU9721437","OTU_97.21437|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.21439","OTU9721439","OTU_97.21439|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.2144","OTU972144","OTU_97.2144|g__Campylobacter","g__Campylobacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter"
"OTU_97.21440","OTU9721440","OTU_97.21440|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.21441","OTU9721441","OTU_97.21441|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.21442","OTU9721442","OTU_97.21442|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.21448","OTU9721448","OTU_97.21448|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.21454","OTU9721454","OTU_97.21454|f__Lachnospiraceae","f__Lachnospiraceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__NA"
"OTU_97.21456","OTU9721456","OTU_97.21456|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.21463","OTU9721463","OTU_97.21463|f__Actinomycetaceae","f__Actinomycetaceae",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__NA"
"OTU_97.21466","OTU9721466","OTU_97.21466|g__Aggregatibacter","g__Aggregatibacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"
"OTU_97.21467","OTU9721467","OTU_97.21467|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.21468","OTU9721468","OTU_97.21468|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.21470","OTU9721470","OTU_97.21470|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21474","OTU9721474","OTU_97.21474|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.21476","OTU9721476","OTU_97.21476|f__Bradyrhizobiaceae","f__Bradyrhizobiaceae",NA,"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__NA"
"OTU_97.21479","OTU9721479","OTU_97.21479|g__Bifidobacterium","g__Bifidobacterium","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"
"OTU_97.21480","OTU9721480","OTU_97.21480|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.21484","OTU9721484","OTU_97.21484|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.21487","OTU9721487","OTU_97.21487|p__Spirochaetes","p__Spirochaetes",NA,"k__Bacteria|p__Spirochaetes|c__NA|o__NA|f__NA|g__NA"
"OTU_97.21488","OTU9721488","OTU_97.21488|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.21489","OTU9721489","OTU_97.21489|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.21493","OTU9721493","OTU_97.21493|g__Bacteroides","g__Bacteroides","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"
"OTU_97.21494","OTU9721494","OTU_97.21494|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.21496","OTU9721496","OTU_97.21496|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.215","OTU97215","OTU_97.215|g__Blautia","g__Blautia","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia"
"OTU_97.21501","OTU9721501","OTU_97.21501|g__Brachymonas","g__Brachymonas",NA,"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Brachymonas"
"OTU_97.21505","OTU9721505","OTU_97.21505|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.21508","OTU9721508","OTU_97.21508|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.21512","OTU9721512","OTU_97.21512|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.21513","OTU9721513","OTU_97.21513|g__Gemella","g__Gemella","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|g__Gemella"
"OTU_97.21514","OTU9721514","OTU_97.21514|g__Aggregatibacter","g__Aggregatibacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"
"OTU_97.21523","OTU9721523","OTU_97.21523|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.21524","OTU9721524","OTU_97.21524|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.21528","OTU9721528","OTU_97.21528|g__Rothia","g__Rothia","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia"
"OTU_97.21529","OTU9721529","OTU_97.21529|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.2153","OTU972153","OTU_97.2153|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.21533","OTU9721533","OTU_97.21533|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.21535","OTU9721535","OTU_97.21535|o__Actinomycetales","o__Actinomycetales",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__NA|g__NA"
"OTU_97.21537","OTU9721537","OTU_97.21537|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.21538","OTU9721538","OTU_97.21538|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.21539","OTU9721539","OTU_97.21539|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.21548","OTU9721548","OTU_97.21548|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.2155","OTU972155","OTU_97.2155|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.21551","OTU9721551","OTU_97.21551|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.21552","OTU9721552","OTU_97.21552|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21553","OTU9721553","OTU_97.21553|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.21554","OTU9721554","OTU_97.21554|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.21557","OTU9721557","OTU_97.21557|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.21559","OTU9721559","OTU_97.21559|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.21560","OTU9721560","OTU_97.21560|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21561","OTU9721561","OTU_97.21561|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21568","OTU9721568","OTU_97.21568|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.21569","OTU9721569","OTU_97.21569|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.2157","OTU972157","OTU_97.2157|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21571","OTU9721571","OTU_97.21571|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.21579","OTU9721579","OTU_97.21579|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21581","OTU9721581","OTU_97.21581|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.21584","OTU9721584","OTU_97.21584|o__RF39","o__RF39",NA,"k__Bacteria|p__Tenericutes|c__Mollicutes|o__RF39|f__NA|g__NA"
"OTU_97.21585","OTU9721585","OTU_97.21585|g__Rothia","g__Rothia","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia"
"OTU_97.21592","OTU9721592","OTU_97.21592|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.21594","OTU9721594","OTU_97.21594|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21596","OTU9721596","OTU_97.21596|o__Actinomycetales","o__Actinomycetales",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__NA|g__NA"
"OTU_97.216","OTU97216","OTU_97.216|g__Escherichia","g__Escherichia",NA,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia"
"OTU_97.2160","OTU972160","OTU_97.2160|g__Rothia","g__Rothia","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia"
"OTU_97.21601","OTU9721601","OTU_97.21601|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.21603","OTU9721603","OTU_97.21603|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.21608","OTU9721608","OTU_97.21608|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.21610","OTU9721610","OTU_97.21610|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.21613","OTU9721613","OTU_97.21613|f__Porphyromonadaceae","f__Porphyromonadaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__NA"
"OTU_97.21617","OTU9721617","OTU_97.21617|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.21622","OTU9721622","OTU_97.21622|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.21626","OTU9721626","OTU_97.21626|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.2163","OTU972163","OTU_97.2163|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.21630","OTU9721630","OTU_97.21630|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21633","OTU9721633","OTU_97.21633|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.21634","OTU9721634","OTU_97.21634|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21635","OTU9721635","OTU_97.21635|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.21636","OTU9721636","OTU_97.21636|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.21637","OTU9721637","OTU_97.21637|g__Aggregatibacter","g__Aggregatibacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"
"OTU_97.2164","OTU972164","OTU_97.2164|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.21644","OTU9721644","OTU_97.21644|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21647","OTU9721647","OTU_97.21647|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.21648","OTU9721648","OTU_97.21648|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.21649","OTU9721649","OTU_97.21649|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.2165","OTU972165","OTU_97.2165|f__Lachnospiraceae","f__Lachnospiraceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__NA"
"OTU_97.21653","OTU9721653","OTU_97.21653|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.21654","OTU9721654","OTU_97.21654|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21655","OTU9721655","OTU_97.21655|f__Pasteurellaceae","f__Pasteurellaceae",NA,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__NA"
"OTU_97.21657","OTU9721657","OTU_97.21657|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.21658","OTU9721658","OTU_97.21658|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.21660","OTU9721660","OTU_97.21660|f__Clostridiales Family XI. Incertae Sedis","f__Clostridiales Family XI. Incertae Sedis",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XI|g__ Incertae Sedis|s__NA"
"OTU_97.21661","OTU9721661","OTU_97.21661|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21663","OTU9721663","OTU_97.21663|g__Delftia","g__Delftia",NA,"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia"
"OTU_97.21665","OTU9721665","OTU_97.21665|f__Actinomycetaceae","f__Actinomycetaceae",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__NA"
"OTU_97.21667","OTU9721667","OTU_97.21667|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21668","OTU9721668","OTU_97.21668|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.21669","OTU9721669","OTU_97.21669|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.2167","OTU972167","OTU_97.2167|f__Pasteurellaceae","f__Pasteurellaceae",NA,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__NA"
"OTU_97.21671","OTU9721671","OTU_97.21671|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.21673","OTU9721673","OTU_97.21673|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
